,job_title,company_name,company_rating,company_location,job_descriptions
652,"Associate Food Scientist I, Product Development",Voyage Foods,N/A,N/A,"Voyage’s understanding of food architecture (through the use of analytical chemistry, sensory and flavor science, data, and food matrix chemistry) allows us to…"
653,Customer Success,Synapse Financial Technologies Inc,N/A,N/A,Synapse is a complex API infrastructure with lots of room to customize different experiences for various financial products.
654,Corporate/Online Events Manager (SF),Sysdig,N/A,N/A,Take a data-driven approach to prove and continually improve ROI.
655,Cloud Data Warehouse Performance Engineer,CMK Resources,N/A,N/A,Experienced software developer with extensive knowledge of tuning and non-functional testing.
656,Data Scientist,OneSignal,N/A,N/A,Connect SaaS tool data into a data warehouse.
657,Scientifc Programmer,"RAPT Therapeutics, Inc.",N/A,N/A,"The candidate will have worked with big data in some format, preferably biological data in an academic or biotech/pharma setting."
658,Application Developer,The Blue Store,N/A,N/A,Build machine learning and deep learning models to analyze data and draw insight to make the best decisions.
659,Freelancer Publicist,TOP Agency,N/A,N/A,Target hours to start are 5 to 15 hours per week.
660,Data Architect,Collective Health,3.8,N/A,Work across data platform and data engineering teams to ensure that our data infrastructure and tooling best meets our overall data strategy.
661,Engineering Manager - Big Data Infrastructure Team,Roblox,4.3,N/A,"The team provides the infrastructure, core micro-services and self-service tools to empower Roblox employees to collect, store and analyze Platform related data…"
662,Full Stack Developer,PRICE WATERHOUSE COOPERS,4.0,N/A,"Handle, manipulate and analyse data and information responsibly."
663,Content Editor,Retool,5.0,N/A,Ability to synthesize data—whether it’s internal product data or large-scale surveys—into large-scale reports that drive revenue impact.
664,Software Developer (Algorithms),The Blue Store,N/A,N/A,"Keywords: developer, python developer, software engineer, software developer, engineer, automation engineer, trader, full stack, full stack engineer, full stack…"
665,OBIA Analyst/Developer,Atlantis IT Consulting Group LLC,N/A,N/A,"Candidate should be able to gather, understand the business requirements and translate into data requirements and design the data solutions."
666,Data Scientist,NextEra Energy,3.9,N/A,"Works with a variety of datasets, including timeseries data and “big data” requiring analysis on distributed computing platforms."
667,Application Developer,The Blue Store,N/A,N/A,Build machine learning and deep learning models to analyze data and draw insight to make the best decisions.
668,Backend Developer,Scorp,N/A,N/A,Improving our backend systems to scale as our request and data volumes grow larger and larger.
669,"Software Engineer, Developer Productivity",Brex,N/A,N/A,Identify and automate repetitive tasks that slow down developers.
670,"Technical Writer - Developer Docs (San Francisco, Sunnyvale or New York)",Uber,3.7,N/A,You have design and/or data analytics skills.
671,Senior Data Developer,Ubisoft,3.9,N/A,You are an experienced developer with a proven track record working with big data.
672,Data Engineer,SoFi,3.2,N/A,In this role you will be contributing to the long-term success of SoFi’s big data vision of establishing a democratized data platform that enables teams to…
673,Data Engineer,Optiwise,N/A,N/A,"Prior experience in leading a technical team, providing technical direction and mentoring junior data integration developer."
674,Backend Software Engineer (Python/Django) San Francisco,ixlayer,N/A,N/A,Experience with AWS / Cloud Hosting is a big plus.
675,Data Engineer,Beshton Software,N/A,N/A,Apply knowledge of statistics and mathematics to software data analysis and provide analytical support on big data projects;
676,Data Engineer,SoFi,3.2,N/A,In this role you will be contributing to the long-term success of SoFi’s big data vision of establishing a democratized data platform that enables teams to…
677,Application Developer,The Blue Store,N/A,N/A,Build machine learning and deep learning models to analyze data and draw insight to make the best decisions.
678,Data Architect,Collective Health,3.8,N/A,Work across data platform and data engineering teams to ensure that our data infrastructure and tooling best meets our overall data strategy.
679,Senior Software Developer - Rentals,Redfin,3.3,N/A,You will be expected to provide technical mentorship for others and collaborate with product and design teams to create solutions.
680,Systems Software Developer,Span.IO,N/A,N/A,"Assist with development of reliable data collection, processing, exploration, and presentation for long-term hardware test monitoring and alerts."
681,"UX Designer, Amazon Chime","Amazon Web Services, Inc.",3.5,N/A,"Experience performing formal user research and acquiring user data (e.g., conducting usability studies, performing user research) and understanding customers is…"
682,Engineering Manager - Big Data Infrastructure Team,Roblox,4.3,N/A,"The team provides the infrastructure, core micro-services and self-service tools to empower Roblox employees to collect, store and analyze Platform related data…"
683,OBIA Analyst/Developer,Atlantis IT Consulting Group LLC,N/A,N/A,"Candidate should be able to gather, understand the business requirements and translate into data requirements and design the data solutions."
684,Data Scientist,NextEra Energy,3.9,N/A,"Works with a variety of datasets, including timeseries data and “big data” requiring analysis on distributed computing platforms."
685,Full Stack Software Engineer,The Blue Store,N/A,N/A,Work with other developers and business professionals to implement models.
686,Content Editor,Retool,5.0,N/A,Ability to synthesize data—whether it’s internal product data or large-scale surveys—into large-scale reports that drive revenue impact.
687,Senior Data Developer,Ubisoft,3.9,N/A,You are an experienced developer with a proven track record working with big data.
688,Data Engineer,Optiwise,N/A,N/A,"Prior experience in leading a technical team, providing technical direction and mentoring junior data integration developer."
689,SQL Server/SSIS/BI Developer — Solutions Consultant,DB Best Technologies,N/A,N/A,"Deep understanding of data warehousing concepts including data modeling, referential integrity, ETL, code debugging and optimization."
690,Data Engineer,Beshton Software,N/A,N/A,Apply knowledge of statistics and mathematics to software data analysis and provide analytical support on big data projects;
691,Data Operations Associate,Everlaw,N/A,N/A,Own the process of uploading client data into our platform and being responsible for data quality and timeliness.
692,"UX Designer, Amazon Chime","Amazon Web Services, Inc.",3.5,N/A,"Experience performing formal user research and acquiring user data (e.g., conducting usability studies, performing user research) and understanding customers is…"
693,Full Stack Developer,The Blue Store,N/A,N/A,"Experience with one or more big data tools and technologies like Snowflake, Databricks, S3, Spark."
694,"Senior Data Analyst, Sales Operations",Github,4.3,N/A,Extensive experience in building high-quality data models and C-level presentations.
695,"Associate, Cloud Application Developer",KPMG,4.0,N/A,"From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world."
696,Sales Development Representative,Mux,N/A,N/A,"In addition, you will support our sales prospecting efforts to drive outbound opportunities with Account Executives."
697,Corporate/Online Events Manager (SF),Sysdig,N/A,N/A,Take a data-driven approach to prove and continually improve ROI.
698,Data Architect,Collective Health,3.8,N/A,Work across data platform and data engineering teams to ensure that our data infrastructure and tooling best meets our overall data strategy.
699,Engineering Manager - Big Data Infrastructure Team,Roblox,4.3,N/A,"The team provides the infrastructure, core micro-services and self-service tools to empower Roblox employees to collect, store and analyze Platform related data…"
700,Data Scientist I--- bio/pharma,Park Computer Systems Inc,N/A,N/A,Preferred qualifications: Previous experience with NGS data and SQL.
701,Full Stack Developer,PRICE WATERHOUSE COOPERS,4.0,N/A,"Handle, manipulate and analyse data and information responsibly."
702,Content Editor,Retool,5.0,N/A,Ability to synthesize data—whether it’s internal product data or large-scale surveys—into large-scale reports that drive revenue impact.
703,Data Engineer,0x,N/A,N/A,"Experience analyzing, cleaning data, and preparing reports on blockchain data."
704,"Senior Software Engineer, Big Data",Conviva,3.7,N/A,Design and implement query execution interfaces surrounding one or several big data storage systems.
705,Big Data/Spark Developer,Infosys Limited,3.9,"Dallas, TX","Support ETL developers by providing technical assistance, troubleshooting and alternative development solutions."
706,Jr. Big Data Developer,Enhance IT,3.1,United States,"Demonstrated ability to build processes that support data transformation, data structures, metadata, dependency and workload management."
707,Data Architect II,GM Financial,3.6,"Arlington, TX 76014 (East area)","Perform a variety of in-depth data analysis, data modeling and data administration tasks on complicated datasets with potentially complex data integration…"
708,Big Data Developer,State Farm,3.7,N/A,Work with datasets containing mixes of structured and unstructured data.
709,Big Data Developer,First Soft Solutions [ Direct],N/A,N/A,To be able to work with cloud computing environments Gather and process raw data at scale including writing scripts web scraping calling APIs write SQL queries…
710,SQL Developer,"MatchSource, LLC",N/A,"Dallas, TX",Knowledge and experience with performance and scalability tuning of big data analytics solutions.
711,Sr. Big Data Developer,MRoads,3.2,N/A,Excellent systems and data analysis skills.
712,"Corporate Functions, Information Systems & Technology, Early Career Development Program (ECDP) - Data Engineer for Infrastructure Software Team",Apple,4.2,N/A,"In this role, you'll be helping build big data platform using a combination of integration framework and Big Data processing technologies."
713,Big Data Engineer,"JPMorgan Chase Bank, N.A.",3.9,N/A,Work with a team of engineers and developers to deliver against the overall technology data strategy.
714,Software Developer - Big Data,Big Dossier,N/A,N/A,"DevOps mindset, utilizes agile software development practices, data and testing standards, code reviews, source code management, continuous delivery, and…"
715,ETL Developer (SSIS),"JPMorgan Chase Bank, N.A.",3.9,N/A,"Expertise in data, application and infrastructure architecture disciplines."
716,Senior Big Data Engineer,TCS,3.8,N/A,Must be able to perform performance optimization of existing data pipelines by identifying bottlenecks and resolving them.
717,Big Data Developer,Converge Information systems,N/A,N/A,They must have extensive experience in developing data ingestion solutions like ETL/Python/ AWS/ Kafka/ Spark from different data sources.
718,Entry Level Software Engineer,Toyota Connected North America,N/A,N/A,"Toyota Connected looks for Software Engineers that will solve complex problems and work alongside talented software engineers, data scientists, and designers…"
719,"Data Architect,BIG DATA HADOOP DEVELOPER",Era,3.5,N/A,Broad knowledge of various big data technologies.
720,Jr. Big Data Developer,Enhance IT,3.1,United States,"Demonstrated ability to build processes that support data transformation, data structures, metadata, dependency and workload management."
721,Database Developer,W Energy Software,N/A,"Dallas-Fort Worth, TX","You will also provide consultation on data modeling, data integration, data transformation, data analysis, and reporting."
722,Data Systems DevOps Engineer,Freddie Mac,3.8,"Dallas, TX 75201",Experience in big data systems.
723,Salesforce Developer,Capital One,3.9,"Plano, TX 75023","You will work with a team of developers with deep experience in machine learning, distributed microservices, and full stack systems."
724,Data Engineer,Capital One,3.9,"Plano, TX 75023","At least 1 years of experience in big data technologies (Cassandra, Accumulo, HBase, Spark, Hadoop, HDFS, AVRO, MongoDB, or Zookeeper)."
725,Software Engineering Summer Interns,Toyota Connected North America,N/A,N/A,"Toyota Connected looks for Software Engineering Interns that will solve complex problems and work alongside talented software engineers, data scientists, and…"
726,Senior Big Data Developer,Data Aixsys,N/A,N/A,Collecting and aggregating large amounts of log data using Apache Flume and staging data in HDFS for further analysis.
727,ETL Developer (SSIS),"JPMorgan Chase Bank, N.A.",3.9,N/A,"Expertise in data, application and infrastructure architecture disciplines."
728,Big Data Engineer,"JPMorgan Chase Bank, N.A.",3.9,N/A,Work with a team of engineers and developers to deliver against the overall technology data strategy.
729,Data Architect/Modeler Developer - Irving TX - VP - R2174466,Citi,3.9,N/A,"Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores is preferable."
730,"Data Architect,BIG DATA HADOOP DEVELOPER",Era,3.5,N/A,Broad knowledge of various big data technologies.
731,Application Developer - BIG DATA,InfoQuest Consulting Group Inc.,N/A,N/A,Interact with users to define system requirements and/or necessary modifications.
732,Big Data Developer with Java,Virtusa,3.7,N/A,Will use AirFlow to automate transition of data & make them available to internal customers.
733,Data Engineer - Automation and Analytics,Techorbit Inc.,N/A,N/A,"Create and review technical and user-focused documentation for data solutions (data models, data dictionaries, business glossaries, process and data flows,…"
734,Application Developer - Cloud - Entry Level,Atos,3.5,N/A,"Ability to analyze, map, transform, and transfer data between varieties of data formats."
735,Data Architect II,GM Financial,3.6,"Arlington, TX 76014 (East area)","Perform a variety of in-depth data analysis, data modeling and data administration tasks on complicated datasets with potentially complex data integration…"
736,Big Data/Spark Developer,Infosys Limited,3.9,"Dallas, TX","Support ETL developers by providing technical assistance, troubleshooting and alternative development solutions."
737,Big Data Developer,Imagination Software Technologies,N/A,N/A,Experience building data warehouse applications.
738,Analytics Developer Associate Business Intelligence,UCHealth,3.7,N/A,Designs basic data queries based on customer inquiries/needs.
739,Sr. Assessment Developer-Data Science,"Alteryx, Inc.",4.0,N/A,Responsible for delivering a variety of programs and services to customers ranging from feature demonstrations to full feature deployments.
740,Data Analyst and ETL Developer,Noodles & Company,3.5,N/A,"The developer contributes to data warehouse architecture and data quality activities – all built on the Microsoft BI stack which includes SSIS, SSAS (tabular),…"
741,Recruiter,Contentful,5.0,N/A,"It lets developers and content creators work in parallel, increasing team efficiency and happiness."
742,Epic Analytics Developer Sr Revenue Cycle,UCHealth,3.7,N/A,"Extracts, validates and analyzes desired data."
743,Engineer II - Software Data,Ball Aerospace,3.8,N/A,Be a member of a dynamic data analytics team; a team tasked with being a champion for data-driven decisions throughout the enterprise while advancing Ball…
744,Digital Producer,Blue Moon Digital,N/A,N/A,"Collaborate with a team of developers, designers, and strategists to ensure that the final product is consistent with the client's vision."
745,Software Developer (Early-Career),BOEING,4.0,N/A,"Interfaces and data integration, XML, XSD."
746,Analytics Developer,UCHealth,3.7,N/A,"Extracts, validates and analyzes desired data."
747,Closing Associate - Commercial,Land Title Guarantee Co.,3.6,N/A,"Proof recording documents for typographical errors, signatures, notaries, and/or recognize omission of data; record documents with appropriate state/county…"
748,Closing Assistant - Commercial,Land Title Guarantee Co.,3.6,N/A,"Proof recording documents for typographical errors, signatures, notary, and/or recognize omission of data; record documents with appropriate state/county agency…"
749,Data Architect – AWS (ENG401),Time2Market,2.7,N/A,Minimum five years hands-on experience in a data analytics field.
750,Senior Backend Developer and Data Architect,National Renewable Energy Laboratory,3.8,N/A,Experience architecting big data solutions which involve multiple capabilities that bridge data platforms of unstructured and semi-structured data with…
751,Data Analyst ETL Engineer,Charles Schwab Inc.,4.0,N/A,"Providing production support for data issues, including data fixes across platforms."
